0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0.818182,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336,0.142857,0.697479,0.142857,0.00840336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000785546,0.0196386,0.17282,0.613511,0.17282,0.0196386,0.000785546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40138e-05,0.00244245,0.0311598,0.189919,0.552809,0.189919,0.0311598,0.00244245,7.40138e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01366e-06,0.00028756,0.00481137,0.0418505,0.199314,0.507459,0.199314,0.0418505,0.00481137,0.00028756,7.01366e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67493e-07,3.27072e-05,0.000677505,0.0076735,0.0512902,0.204029,0.472594,0.204029,0.0512902,0.0076735,0.000677505,3.27072e-05,6.67493e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37371e-08,3.63302e-06,8.97419e-05,0.00125339,0.010824,0.0593954,0.205881,0.445105,0.205881,0.0593954,0.010824,0.00125339,8.97419e-05,3.63302e-06,6.37371e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1021e-09,3.96637e-07,1.13804e-05,0.00018908,0.00200485,0.0140966,0.0662385,0.205987,0.422945,0.205987,0.0662385,0.0140966,0.00200485,0.00018908,1.13804e-05,3.96637e-07,6.1021e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85449e-10,4.27378e-08,1.39688e-06,2.69137e-05,0.000338568,0.0029094,0.0173671,0.0719558,0.205036,0.40473,0.205036,0.0719558,0.0173671,0.0029094,0.000338568,2.69137e-05,1.39688e-06,4.27378e-08,5.85449e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62676e-11,4.55768e-09,1.67171e-07,3.66482e-06,5.33675e-05,0.000542528,0.00393868,0.0205486,0.0767006,0.203462,0.3895,0.203462,0.0767006,0.0205486,0.00393868,0.000542528,5.33675e-05,3.66482e-06,1.67171e-07,4.55768e-09,5.62676e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41581e-12,4.82007e-10,1.96052e-08,4.81905e-07,7.97471e-06,9.3665e-05,0.00080199,0.00506286,0.0235842,0.0806214,0.20154,0.376575,0.20154,0.0806214,0.0235842,0.00506286,0.00080199,9.3665e-05,7.97471e-06,4.81905e-07,1.96052e-08,4.82007e-10,5.41581e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,5.21927e-13,5.06269e-11,2.26151e-09,6.1603e-08,1.14195e-06,1.52213e-05,0.00015027,0.00111525,0.00625341,0.0264401,0.0838519,0.199441,0.365463,0.199441,0.0838519,0.0264401,0.00625341,0.00111525,0.00015027,1.52213e-05,1.14195e-06,6.1603e-08,2.26151e-09,5.06269e-11,5.21927e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,5.03525e-14,5.28701e-12,2.57301e-10,7.69341e-09,1.57932e-07,2.35575e-06,2.6355e-05,0.000225038,0.00147853,0.00748473,0.0290991,0.0865081,0.197275,0.355802,0.197275,0.0865081,0.0290991,0.00748473,0.00147853,0.000225038,2.6355e-05,2.35575e-06,1.57932e-07,7.69341e-09,2.57301e-10,5.28701e-12,5.03525e-14,0,0,0,0,0,0,0,0,0,0,0,0,
